targetingTimeMilliseconds,targetingTimeMicroseconds,targetPosition,targetEdgesFromLeft,groundTruthPosition,estimatedPosition,estimatedEdgesFromLeft,timeSinceLastEdge,timeBetweenLastEdges,forwardsEdgesSinceLastLimit,backwardsEdgesSinceLastLimit,lastLimit,timeSinceLastLimit,edgesBetweenLimits,atLeftLimit,atRightLimit,opticalSensorDarkness,motorDirection,motorDuty
1157,1157288,129,3,125,170,4,938,63,4,0,-1,19245,24,0,0,125,0,255
1,388,132,3,125,170,4,941,63,4,0,-1,19248,24,0,0,125,0,255
3,2768,132,3,125,170,4,944,63,4,0,-1,19252,24,0,0,125,0,255
0,404,440,10,125,170,4,949,63,4,0,-1,19257,24,0,0,125,0,255
5,5428,440,10,125,170,4,954,63,4,0,-1,19262,24,0,0,125,0,255
12,12636,440,10,125,170,4,960,63,4,0,-1,19268,24,0,0,124,1,255
19,18084,440,10,125,170,4,967,63,4,0,-1,19274,24,0,0,125,1,255
24,23512,440,10,125,170,4,972,63,4,0,-1,19279,24,0,0,125,1,255
29,28964,440,10,127,170,4,977,63,4,0,-1,19285,24,0,0,127,1,255
35,34408,440,10,129,170,4,983,63,4,0,-1,19290,24,0,0,129,1,255
40,39844,440,10,134,170,4,988,63,4,0,-1,19295,24,0,0,132,1,255
45,45284,440,10,135,170,4,993,63,4,0,-1,19301,24,0,0,135,1,255
50,50732,440,10,138,170,4,999,63,4,0,-1,19306,24,0,0,138,1,255
56,56164,440,10,141,170,4,1004,63,4,0,-1,19311,24,0,0,141,1,255
62,61684,440,10,145,170,4,1010,63,4,0,-1,19318,24,0,0,148,1,255
68,67228,440,10,151,170,4,1016,63,4,0,-1,19323,24,0,0,151,1,255
73,72760,440,10,157,170,4,1021,63,4,0,-1,19329,24,0,0,155,1,255
78,78264,440,10,161,170,4,1026,63,4,0,-1,19334,24,0,0,161,1,255
84,83812,440,10,167,213,5,3,1029,5,0,-1,19339,24,0,0,167,1,255
89,89228,440,10,172,213,5,8,1029,5,0,-1,19345,24,0,0,172,1,255
94,94672,440,10,178,213,5,14,1029,5,0,-1,19350,24,0,0,179,1,255
100,100240,440,10,184,213,5,19,1029,5,0,-1,19356,24,0,0,184,1,255
106,105944,440,10,189,213,5,26,1029,5,0,-1,19362,24,0,0,189,1,255
112,111636,440,10,196,213,5,31,1029,5,0,-1,19368,24,0,0,196,1,255
117,117336,440,10,203,213,5,37,1029,5,0,-1,19373,24,0,0,202,1,255
123,123024,440,10,207,213,5,42,1029,5,0,-1,19379,24,0,0,209,1,255
129,128744,440,10,216,255,6,3,44,6,0,-1,19384,24,0,0,216,1,255
134,134164,440,10,222,255,6,8,44,6,0,-1,19390,24,0,0,222,1,255
139,139604,440,10,228,255,6,13,44,6,0,-1,19395,24,0,0,229,1,255
145,145152,440,10,236,255,6,20,44,6,0,-1,19401,24,0,0,236,1,255
151,150652,440,10,243,255,6,25,44,6,0,-1,19407,24,0,0,243,1,255
156,156184,440,10,250,255,6,31,44,6,0,-1,19412,24,0,0,250,1,255
162,161728,440,10,258,298,7,3,33,7,0,-1,19417,24,0,0,258,1,255
167,167136,440,10,265,298,7,8,33,7,0,-1,19423,24,0,0,265,1,255
172,172584,440,10,273,298,7,14,33,7,0,-1,19428,24,0,0,273,1,255
178,178108,440,10,281,298,7,19,33,7,0,-1,19433,24,0,0,281,1,255
183,183624,440,10,290,298,7,24,33,7,0,-1,19439,24,0,0,290,1,255
190,189180,440,10,295,298,7,31,33,7,0,-1,19445,24,0,0,296,1,255
195,194684,440,10,303,298,7,36,33,7,0,-1,19451,24,0,0,303,1,255
200,200240,440,10,311,341,8,4,38,8,0,-1,19456,24,0,0,311,1,255
206,205640,440,10,317,341,8,9,38,8,0,-1,19461,24,0,0,317,1,255
211,211084,440,10,324,341,8,14,38,8,0,-1,19467,24,0,0,324,1,255
216,216616,440,10,333,341,8,20,38,8,0,-1,19472,24,0,0,333,1,255
222,222128,440,10,343,341,8,25,38,8,0,-1,19477,24,0,0,342,1,255
227,227692,440,10,350,383,9,3,27,9,0,-1,19483,24,0,0,350,1,255
234,233100,440,10,359,383,9,10,27,9,0,-1,19489,24,0,0,359,1,255
239,238628,440,10,366,383,9,15,27,9,0,-1,19495,24,0,0,366,1,255
244,244144,440,10,375,383,9,21,27,9,0,-1,19500,24,0,0,375,1,255
250,249676,440,10,384,383,9,26,27,9,0,-1,19505,24,0,0,384,1,255
255,255204,440,10,394,383,9,31,27,9,0,-1,19511,24,0,0,394,1,255
260,259836,440,10,403,426,10,3,33,10,0,-1,19516,24,0,0,403,0,255
1258,1257372,440,10,460,468,11,971,30,11,0,-1,20514,24,0,0,461,0,255
0,420,276,6,461,468,11,974,30,11,0,-1,20517,24,0,0,460,0,255
3,3264,276,6,460,468,11,977,30,11,0,-1,20521,24,0,0,460,0,255
10,10548,276,6,460,468,11,984,30,11,0,-1,20527,24,0,0,460,-1,255
15,16160,276,6,461,468,11,989,30,11,0,-1,20532,24,0,0,461,-1,255
21,21764,276,6,461,468,11,995,30,11,0,-1,20537,24,0,0,461,-1,255
26,27372,276,6,461,468,11,1000,30,11,0,-1,20543,24,0,0,461,-1,255
32,33076,276,6,460,468,11,1006,30,11,0,-1,20549,24,0,0,461,-1,255
38,38776,276,6,461,468,11,1013,30,11,0,-1,20555,24,0,0,461,-1,255
44,44460,276,6,461,468,11,1018,30,11,0,-1,20561,24,0,0,461,-1,255
50,50168,276,6,461,468,11,1024,30,11,0,-1,20566,24,0,0,460,-1,255
55,55852,276,6,460,468,11,1029,30,11,0,-1,20572,24,0,0,460,-1,255
61,61548,276,6,460,468,11,1035,30,11,0,-1,20577,24,0,0,461,-1,255
66,67244,276,6,460,468,11,1040,30,11,0,-1,20583,24,0,0,460,-1,255
72,72940,276,6,461,468,11,1046,30,11,0,-1,20589,24,0,0,460,-1,255
77,78644,276,6,458,468,11,1052,30,11,0,-1,20594,24,0,0,458,-1,255
84,84336,276,6,454,468,11,1058,30,11,0,-1,20601,24,0,0,454,-1,255
90,90040,276,6,449,468,11,1064,30,11,0,-1,20606,24,0,0,449,-1,255
95,95720,276,6,443,468,11,1069,30,11,0,-1,20612,24,0,0,443,-1,255
101,101500,276,6,436,426,10,3,1072,11,1,-1,20617,24,0,0,435,-1,255
106,107268,276,6,426,426,10,9,1072,11,1,-1,20623,24,0,0,426,-1,255
112,113032,276,6,418,426,10,14,1072,11,1,-1,20629,24,0,0,418,-1,255
118,118924,276,6,409,426,10,20,1072,11,1,-1,20634,24,0,0,409,-1,255
124,124768,276,6,402,426,10,27,1072,11,1,-1,20641,24,0,0,402,-1,255
130,130652,276,6,393,383,9,3,29,11,2,-1,20647,24,0,0,392,-1,255
135,136156,276,6,383,383,9,9,29,11,2,-1,20652,24,0,0,383,-1,255
141,141680,276,6,375,383,9,14,29,11,2,-1,20658,24,0,0,375,-1,255
146,147292,276,6,366,383,9,20,29,11,2,-1,20663,24,0,0,366,-1,255
152,152896,276,6,356,383,9,25,29,11,2,-1,20669,24,0,0,356,-1,255
157,158512,276,6,348,383,9,31,29,11,2,-1,20674,24,0,0,348,-1,255
163,164140,276,6,339,341,8,3,33,11,3,-1,20679,24,0,0,339,-1,255
169,169636,276,6,332,341,8,9,33,11,3,-1,20686,24,0,0,332,-1,255
175,175176,276,6,322,341,8,15,33,11,3,-1,20691,24,0,0,321,-1,255
180,180772,276,6,312,341,8,20,33,11,3,-1,20697,24,0,0,312,-1,255
186,186416,276,6,304,298,7,4,22,11,4,-1,20702,24,0,0,303,-1,255
191,191920,276,6,297,298,7,9,22,11,4,-1,20708,24,0,0,296,-1,255
196,197444,276,6,291,298,7,15,22,11,4,-1,20713,24,0,0,291,-1,255
202,203044,276,6,284,298,7,20,22,11,4,-1,20718,24,0,0,284,-1,255
207,208652,276,6,275,298,7,26,22,11,4,-1,20725,24,0,0,275,-1,255
214,214272,276,6,266,298,7,32,22,11,4,-1,20730,24,0,0,266,-1,255
219,219880,276,6,257,298,7,37,22,11,4,-1,20736,24,0,0,256,-1,255
224,224592,276,6,249,255,6,2,40,11,5,-1,20741,24,0,0,253,0,255
1223,1223744,276,6,211,213,5,968,33,11,6,-1,21739,24,0,0,211,0,255
1,396,930,21,211,213,5,971,33,11,6,-1,21742,24,0,0,211,0,255
3,3200,930,21,211,213,5,974,33,11,6,-1,21746,24,0,0,211,0,255
12,10496,930,21,210,213,5,982,33,11,6,-1,21753,24,0,0,211,1,255
17,16000,930,21,210,213,5,987,33,11,6,-1,21759,24,0,0,211,1,255
22,21528,930,21,211,213,5,992,33,11,6,-1,21764,24,0,0,211,1,255
28,27056,930,21,210,213,5,998,33,11,6,-1,21769,24,0,0,211,1,255
33,32576,930,21,211,213,5,1003,33,11,6,-1,21775,24,0,0,211,1,255
39,38196,930,21,211,213,5,1009,33,11,6,-1,21780,24,0,0,210,1,255
44,43800,930,21,211,213,5,1014,33,11,6,-1,21786,24,0,0,211,1,255
51,49416,930,21,211,213,5,1021,33,11,6,-1,21792,24,0,0,211,1,255
56,55024,930,21,210,213,5,1026,33,11,6,-1,21798,24,0,0,210,1,255
62,60628,930,21,210,213,5,1032,33,11,6,-1,21803,24,0,0,210,1,255
67,66240,930,21,210,213,5,1037,33,11,6,-1,21809,24,0,0,210,1,255
72,71860,930,21,211,213,5,1043,33,11,6,-1,21814,24,0,0,211,1,255
78,77464,930,21,211,213,5,1048,33,11,6,-1,21820,24,0,0,211,1,255
83,83084,930,21,213,213,5,1054,33,11,6,-1,21825,24,0,0,213,1,255
89,88724,930,21,219,255,6,3,1056,12,6,-1,21831,24,0,0,217,1,255
95,94212,930,21,223,255,6,9,1056,12,6,-1,21837,24,0,0,223,1,255
101,99784,930,21,231,255,6,15,1056,12,6,-1,21842,24,0,0,231,1,255
106,105480,930,21,240,255,6,20,1056,12,6,-1,21848,24,0,0,240,1,255
112,111268,930,21,248,255,6,26,1056,12,6,-1,21854,24,0,0,248,1,255
118,117076,930,21,256,298,7,4,28,13,6,-1,21859,24,0,0,256,1,255
123,122568,930,21,265,298,7,9,28,13,6,-1,21865,24,0,0,265,1,255
128,128096,930,21,274,298,7,15,28,13,6,-1,21870,24,0,0,274,1,255
134,133708,930,21,281,298,7,21,28,13,6,-1,21877,24,0,0,281,1,255
140,139312,930,21,290,298,7,27,28,13,6,-1,21882,24,0,0,290,1,255
146,144924,930,21,297,298,7,32,28,13,6,-1,21887,24,0,0,298,1,255
151,150564,930,21,305,341,8,4,34,14,6,-1,21893,24,0,0,306,1,255
157,156076,930,21,312,341,8,9,34,14,6,-1,21898,24,0,0,314,1,255
162,161584,930,21,320,341,8,14,34,14,6,-1,21904,24,0,0,320,1,255
168,167192,930,21,329,341,8,20,34,14,6,-1,21909,24,0,0,329,1,255
173,172804,930,21,336,341,8,25,34,14,6,-1,21915,24,0,0,336,1,255
179,178416,930,21,346,341,8,32,34,14,6,-1,21921,24,0,0,347,1,255
185,184048,930,21,355,383,9,3,34,15,6,-1,21927,24,0,0,355,1,255
190,189552,930,21,363,383,9,9,34,15,6,-1,21932,24,0,0,363,1,255
196,195088,930,21,371,383,9,14,34,15,6,-1,21937,24,0,0,372,1,255
201,200680,930,21,382,383,9,19,34,15,6,-1,21943,24,0,0,382,1,255
207,206288,930,21,390,383,9,25,34,15,6,-1,21948,24,0,0,390,1,255
212,211932,930,21,400,426,10,3,27,16,6,-1,21954,24,0,0,401,1,255
218,217532,930,21,408,426,10,9,27,16,6,-1,21959,24,0,0,409,1,255
224,223124,930,21,418,426,10,15,27,16,6,-1,21966,24,0,0,418,1,255
230,228820,930,21,426,426,10,21,27,16,6,-1,21971,24,0,0,427,1,255
235,234516,930,21,435,426,10,27,27,16,6,-1,21977,24,0,0,435,1,255
241,240236,930,21,444,468,11,3,29,17,6,-1,21983,24,0,0,444,1,255
246,245816,930,21,454,468,11,9,29,17,6,-1,21988,24,0,0,454,1,255
252,251428,930,21,462,468,11,14,29,17,6,-1,21994,24,0,0,462,1,255
257,257128,930,21,472,468,11,20,29,17,6,-1,21999,24,0,0,472,1,255
264,262820,930,21,481,468,11,26,29,17,6,-1,22006,24,0,0,481,1,255
269,268544,930,21,490,511,12,4,28,18,6,-1,22011,24,0,0,490,1,255
275,274132,930,21,500,511,12,9,28,18,6,-1,22017,24,0,0,500,1,255
280,279736,930,21,509,511,12,15,28,18,6,-1,22022,24,0,0,509,1,255
286,285436,930,21,518,511,12,20,28,18,6,-1,22028,24,0,0,518,1,255
292,291132,930,21,528,511,12,26,28,18,6,-1,22033,24,0,0,528,1,255
297,296852,930,21,538,554,13,3,28,19,6,-1,22039,24,0,0,538,1,255
303,302452,930,21,547,554,13,9,28,19,6,-1,22044,24,0,0,547,1,255
309,308036,930,21,556,554,13,15,28,19,6,-1,22051,24,0,0,555,1,255
315,313756,930,21,565,554,13,21,28,19,6,-1,22056,24,0,0,565,1,255
320,319424,930,21,575,554,13,26,28,19,6,-1,22062,24,0,0,575,1,255
326,325152,930,21,584,596,14,3,29,20,6,-1,22067,24,0,0,584,1,255
331,330732,930,21,594,596,14,9,29,20,6,-1,22073,24,0,0,594,1,255
337,336348,930,21,603,596,14,14,29,20,6,-1,22078,24,0,0,603,1,255
342,342068,930,21,613,596,14,20,29,20,6,-1,22084,24,0,0,613,1,255
349,347732,930,21,623,596,14,26,29,20,6,-1,22091,24,0,0,624,1,255
354,353464,930,21,633,639,15,4,28,21,6,-1,22096,24,0,0,633,1,255
360,359036,930,21,643,639,15,9,28,21,6,-1,22102,24,0,0,644,1,255
365,364656,930,21,652,639,15,15,28,21,6,-1,22107,24,0,0,653,1,255
371,370348,930,21,662,639,15,20,28,21,6,-1,22113,24,0,0,662,1,255
376,376064,930,21,671,639,15,26,28,21,6,-1,22118,24,0,0,670,1,255
382,381764,930,21,681,682,16,3,28,22,6,-1,22124,24,0,0,681,1,255
388,387348,930,21,692,682,16,9,28,22,6,-1,22129,24,0,0,692,1,255
394,392972,930,21,700,682,16,15,28,22,6,-1,22136,24,0,0,699,1,255
400,398648,930,21,710,682,16,21,28,22,6,-1,22141,24,0,0,710,1,255
405,404368,930,21,718,724,17,3,23,23,6,-1,22147,24,0,0,718,1,255
411,409972,930,21,728,724,17,9,23,23,6,-1,22152,24,0,0,728,1,255
416,415564,930,21,739,724,17,14,23,23,6,-1,22158,24,0,0,739,1,255
422,421276,930,21,748,724,17,20,23,23,6,-1,22163,24,0,0,749,1,255
427,426956,930,21,758,724,17,25,23,23,6,-1,22169,24,0,0,757,1,255
434,432676,930,21,767,767,18,4,28,24,6,-1,22175,24,0,0,767,1,255
439,438260,930,21,776,767,18,10,28,24,6,-1,22181,24,0,0,777,1,255
445,443956,930,21,786,767,18,15,28,24,6,-1,22187,24,0,0,787,1,255
450,449656,930,21,795,767,18,21,28,24,6,-1,22192,24,0,0,796,1,255
456,455372,930,21,806,809,19,3,23,25,6,-1,22198,24,0,0,806,1,255
461,460960,930,21,816,809,19,9,23,25,6,-1,22203,24,0,0,816,1,255
467,466564,930,21,826,809,19,14,23,25,6,-1,22209,24,0,0,827,1,255
472,472264,930,21,834,809,19,20,23,25,6,-1,22214,24,0,0,834,1,255
479,477956,930,21,843,809,19,26,23,25,6,-1,22221,24,0,0,843,1,255
485,483672,930,21,851,852,20,4,28,26,6,-1,22226,24,0,0,853,1,255
490,489260,930,21,862,852,20,9,28,26,6,-1,22232,24,0,0,862,1,255
496,494868,930,21,873,852,20,15,28,26,6,-1,22237,24,0,0,872,1,255
501,500564,930,21,880,852,20,20,28,26,6,-1,22243,24,0,0,882,1,255
507,506284,930,21,893,852,20,26,28,26,6,-1,22248,24,0,0,893,1,255
511,511060,930,21,901,895,21,3,28,27,6,-1,22254,24,0,0,900,0,255
1510,1508780,930,21,963,937,22,970,31,28,6,-1,23252,24,0,0,963,0,255
0,380,924,21,963,937,22,973,31,28,6,-1,23254,24,0,0,963,0,255
2,3116,924,21,963,937,22,977,31,28,6,-1,23259,24,0,0,963,0,255
0,404,692,16,963,937,22,982,31,28,6,-1,23264,24,0,0,963,0,255
5,5596,692,16,963,937,22,987,31,28,6,-1,23269,24,0,0,963,0,255
12,12980,692,16,963,937,22,994,31,28,6,-1,23275,24,0,0,963,-1,255
18,18664,692,16,963,937,22,999,31,28,6,-1,23281,24,0,0,963,-1,255
25,24368,692,16,963,937,22,1006,31,28,6,-1,23287,24,0,0,963,-1,255
30,30144,692,16,960,937,22,1011,31,28,6,-1,23293,24,0,0,963,-1,255
36,35920,692,16,962,937,22,1017,31,28,6,-1,23299,24,0,0,963,-1,255
42,41704,692,16,963,937,22,1023,31,28,6,-1,23304,24,0,0,963,-1,255
47,47492,692,16,963,937,22,1028,31,28,6,-1,23310,24,0,0,964,-1,255
53,53264,692,16,963,937,22,1034,31,28,6,-1,23316,24,0,0,963,-1,255
58,59052,692,16,963,937,22,1040,31,28,6,-1,23321,24,0,0,964,-1,255
65,64824,692,16,963,937,22,1046,31,28,6,-1,23328,24,0,0,963,-1,255
71,70600,692,16,963,937,22,1052,31,28,6,-1,23334,24,0,0,963,-1,255
76,76396,692,16,962,937,22,1058,31,28,6,-1,23339,24,0,0,962,-1,255
82,82164,692,16,962,937,22,1063,31,28,6,-1,23345,24,0,0,961,-1,255
88,87948,692,16,958,937,22,1069,31,28,6,-1,23350,24,0,0,957,-1,255
93,93732,692,16,954,937,22,1075,31,28,6,-1,23356,24,0,0,954,-1,255
99,99532,692,16,945,937,22,1080,31,28,6,-1,23362,24,0,0,945,-1,255
105,105368,692,16,938,895,21,3,1083,28,7,-1,23367,24,0,0,938,-1,255
111,111216,692,16,929,895,21,10,1083,28,7,-1,23374,24,0,0,929,-1,255
117,117156,692,16,921,895,21,15,1083,28,7,-1,23380,24,0,0,921,-1,255
123,123104,692,16,911,895,21,21,1083,28,7,-1,23386,24,0,0,912,-1,255
129,129056,692,16,903,895,21,27,1083,28,7,-1,23392,24,0,0,903,-1,255
135,135036,692,16,895,895,21,33,1083,28,7,-1,23397,24,0,0,895,-1,255
140,140992,692,16,883,852,20,4,35,28,8,-1,23403,24,0,0,883,-1,255
146,146652,692,16,875,852,20,9,35,28,8,-1,23409,24,0,0,876,-1,255
153,152348,692,16,867,852,20,16,35,28,8,-1,23415,24,0,0,868,-1,255
158,158148,692,16,860,852,20,21,35,28,8,-1,23421,24,0,0,859,-1,255
164,163936,692,16,850,809,19,3,24,28,9,-1,23427,24,0,0,850,-1,255
169,169608,692,16,842,809,19,9,24,28,9,-1,23432,24,0,0,840,-1,255
175,175316,692,16,834,809,19,14,24,28,9,-1,23438,24,0,0,833,-1,255
181,181096,692,16,823,809,19,20,24,28,9,-1,23443,24,0,0,823,-1,255
186,186856,692,16,815,809,19,26,24,28,9,-1,23449,24,0,0,815,-1,255
193,192636,692,16,807,809,19,32,24,28,9,-1,23456,24,0,0,807,-1,255
199,198444,692,16,798,767,18,4,34,28,10,-1,23461,24,0,0,797,-1,255
204,204192,692,16,789,767,18,9,34,28,10,-1,23467,24,0,0,789,-1,255
210,209980,692,16,780,767,18,15,34,28,10,-1,23473,24,0,0,780,-1,255
216,215844,692,16,771,767,18,21,34,28,10,-1,23478,24,0,0,770,-1,255
221,221740,692,16,763,724,17,4,23,28,11,-1,23484,24,0,0,763,-1,255
227,227492,692,16,755,724,17,9,23,28,11,-1,23490,24,0,0,755,-1,255
233,233276,692,16,746,724,17,15,23,28,11,-1,23495,24,0,0,746,-1,255
239,239132,692,16,739,724,17,22,23,28,11,-1,23502,24,0,0,738,-1,255
245,244992,692,16,730,724,17,27,23,28,11,-1,23508,24,0,0,730,-1,255
251,250868,692,16,720,724,17,33,23,28,11,-1,23514,24,0,0,721,-1,255
256,256736,692,16,713,724,17,39,23,28,11,-1,23519,24,0,0,713,-1,255
261,261684,692,16,705,682,16,3,41,28,12,-1,23525,24,0,0,702,0,255
1260,1259532,692,16,651,639,15,975,26,28,13,-1,24523,24,0,0,650,0,255
0,396,602,14,651,639,15,978,26,28,13,-1,24526,24,0,0,651,0,255
3,3456,602,14,651,639,15,982,26,28,13,-1,24530,24,0,0,651,0,255
10,10916,602,14,651,639,15,988,26,28,13,-1,24536,24,0,0,651,-1,255
16,16692,602,14,651,639,15,994,26,28,13,-1,24542,24,0,0,651,-1,255
22,22484,602,14,651,639,15,1000,26,28,13,-1,24547,24,0,0,651,-1,255
27,28344,602,14,650,639,15,1005,26,28,13,-1,24553,24,0,0,650,-1,255
33,34216,602,14,648,639,15,1011,26,28,13,-1,24559,24,0,0,648,-1,255
40,40080,602,14,647,639,15,1018,26,28,13,-1,24566,24,0,0,646,-1,255
45,45952,602,14,642,639,15,1024,26,28,13,-1,24571,24,0,0,642,-1,255
51,51808,602,14,638,639,15,1029,26,28,13,-1,24577,24,0,0,638,-1,255
57,57692,602,14,632,639,15,1035,26,28,13,-1,24583,24,0,0,631,-1,255
63,63548,602,14,627,639,15,1041,26,28,13,-1,24588,24,0,0,627,-1,255
68,68516,602,14,623,596,14,3,1043,28,14,-1,24594,24,0,0,623,0,255
1066,1066208,602,14,587,596,14,1001,1043,28,14,-1,25592,24,0,0,587,0,255
0,396,615,14,587,596,14,1004,1043,28,14,-1,25595,24,0,0,587,0,255
3,3604,615,14,587,596,14,1008,1043,28,14,-1,25600,24,0,0,587,0,255
0,400,42,0,587,596,14,1014,1043,28,14,-1,25605,24,0,0,587,0,255
6,5768,42,0,587,596,14,1019,1043,28,14,-1,25611,24,0,0,587,0,255
13,13316,42,0,587,596,14,1026,1043,28,14,-1,25617,24,0,0,587,-1,255
19,19180,42,0,587,596,14,1032,1043,28,14,-1,25622,24,0,0,587,-1,255
24,25036,42,0,587,596,14,1037,1043,28,14,-1,25628,24,0,0,587,-1,255
31,30912,42,0,586,596,14,1044,1043,28,14,-1,25635,24,0,0,586,-1,255
37,36780,42,0,584,596,14,1050,1043,28,14,-1,25641,24,0,0,584,-1,255
43,42680,42,0,581,554,13,4,1052,28,15,-1,25646,24,0,0,580,-1,255
48,48256,42,0,577,554,13,9,1052,28,15,-1,25652,24,0,0,577,-1,255
54,53868,42,0,574,554,13,15,1052,28,15,-1,25657,24,0,0,574,-1,255
59,59560,42,0,571,554,13,20,1052,28,15,-1,25663,24,0,0,570,-1,255
65,65276,42,0,564,554,13,26,1052,28,15,-1,25668,24,0,0,564,-1,255
71,70956,42,0,559,554,13,32,1052,28,15,-1,25675,24,0,0,558,-1,255
77,76644,42,0,554,554,13,38,1052,28,15,-1,25680,24,0,0,554,-1,255
82,82336,42,0,547,554,13,43,1052,28,15,-1,25686,24,0,0,547,-1,255
88,88032,42,0,540,554,13,49,1052,28,15,-1,25692,24,0,0,540,-1,255
93,93736,42,0,535,554,13,55,1052,28,15,-1,25697,24,0,0,535,-1,255
99,99464,42,0,528,511,12,3,57,28,16,-1,25703,24,0,0,528,-1,255
104,104924,42,0,521,511,12,9,57,28,16,-1,25708,24,0,0,521,-1,255
110,110528,42,0,514,511,12,14,57,28,16,-1,25714,24,0,0,514,-1,255
116,116228,42,0,505,511,12,21,57,28,16,-1,25720,24,0,0,505,-1,255
122,121940,42,0,498,511,12,26,57,28,16,-1,25726,24,0,0,498,-1,255
128,127620,42,0,489,511,12,32,57,28,16,-1,25731,24,0,0,489,-1,255
133,133336,42,0,482,468,11,3,34,28,17,-1,25737,24,0,0,481,-1,255
139,138920,42,0,474,468,11,9,34,28,17,-1,25742,24,0,0,474,-1,255
144,144528,42,0,467,468,11,14,34,28,17,-1,25748,24,0,0,467,-1,255
150,150240,42,0,458,468,11,20,34,28,17,-1,25753,24,0,0,458,-1,255
156,155920,42,0,449,468,11,26,34,28,17,-1,25760,24,0,0,449,-1,255
162,161612,42,0,441,468,11,32,34,28,17,-1,25765,24,0,0,440,-1,255
167,167332,42,0,432,426,10,3,34,28,18,-1,25771,24,0,0,432,-1,255
173,172932,42,0,423,426,10,9,34,28,18,-1,25776,24,0,0,423,-1,255
178,178524,42,0,414,426,10,14,34,28,18,-1,25782,24,0,0,414,-1,255
184,184220,42,0,407,426,10,20,34,28,18,-1,25787,24,0,0,407,-1,255
189,189940,42,0,400,426,10,26,34,28,18,-1,25793,24,0,0,400,-1,255
195,195636,42,0,391,383,9,3,28,28,19,-1,25799,24,0,0,389,-1,255
201,201132,42,0,381,383,9,9,28,28,19,-1,25805,24,0,0,381,-1,255
207,206664,42,0,372,383,9,15,28,28,19,-1,25810,24,0,0,372,-1,255
212,212272,42,0,363,383,9,20,28,28,19,-1,25816,24,0,0,363,-1,255
218,217904,42,0,354,383,9,26,28,28,19,-1,25821,24,0,0,354,-1,255
223,223520,42,0,346,341,8,3,28,28,20,-1,25827,24,0,0,345,-1,255
229,229016,42,0,336,341,8,9,28,28,20,-1,25832,24,0,0,337,-1,255
234,234544,42,0,328,341,8,14,28,28,20,-1,25838,24,0,0,328,-1,255
239,240156,42,0,319,341,8,21,28,28,20,-1,25844,24,0,0,318,-1,255
246,245768,42,0,310,341,8,26,28,28,20,-1,25850,24,0,0,309,-1,255
251,251404,42,0,301,298,7,4,28,28,21,-1,25855,24,0,0,301,-1,255
257,256904,42,0,293,298,7,9,28,28,21,-1,25860,24,0,0,294,-1,255
262,262424,42,0,287,298,7,14,28,28,21,-1,25866,24,0,0,287,-1,255
268,268056,42,0,279,298,7,20,28,28,21,-1,25871,24,0,0,279,-1,255
273,273648,42,0,270,298,7,25,28,28,21,-1,25877,24,0,0,270,-1,255
279,279272,42,0,260,298,7,31,28,28,21,-1,25882,24,0,0,260,-1,255
285,284892,42,0,252,255,6,4,33,28,22,-1,25889,24,0,0,252,-1,255
290,290396,42,0,243,255,6,10,33,28,22,-1,25894,24,0,0,243,-1,255
296,296024,42,0,235,255,6,15,33,28,22,-1,25900,24,0,0,235,-1,255
301,301612,42,0,227,255,6,21,33,28,22,-1,25905,24,0,0,227,-1,255
307,307216,42,0,219,255,6,26,33,28,22,-1,25911,24,0,0,220,-1,255
312,312860,42,0,212,213,5,4,28,28,23,-1,25916,24,0,0,211,-1,255
318,318352,42,0,204,213,5,9,28,28,23,-1,25921,24,0,0,205,-1,255
323,323876,42,0,196,213,5,14,28,28,23,-1,25927,24,0,0,196,-1,255
330,329520,42,0,188,213,5,21,28,28,23,-1,25933,24,0,0,188,-1,255
335,335096,42,0,179,213,5,26,28,28,23,-1,25939,24,0,0,180,-1,255
341,340736,42,0,172,213,5,32,28,28,23,-1,25944,24,0,0,171,-1,255
346,346340,42,0,162,170,4,3,34,28,24,-1,25950,24,0,0,163,-1,255
351,351852,42,0,155,170,4,9,34,28,24,-1,25955,24,0,0,154,-1,255
357,357368,42,0,147,170,4,14,34,28,24,-1,25961,24,0,0,147,-1,255
362,362980,42,0,140,170,4,19,34,28,24,-1,25966,24,0,0,139,-1,255
368,368592,42,0,130,170,4,26,34,28,24,-1,25972,24,0,0,130,-1,255
374,374236,42,0,122,127,3,3,28,28,25,-1,25978,24,0,0,124,-1,255
380,379728,42,0,114,127,3,9,28,28,25,-1,25983,24,0,0,113,-1,255
385,385248,42,0,105,127,3,14,28,28,25,-1,25989,24,0,0,104,-1,255
391,390880,42,0,95,127,3,20,28,28,25,-1,25994,24,0,0,95,-1,255
396,396296,42,0,87,127,3,25,28,28,25,-1,25999,24,0,0,88,-1,255
401,401732,42,0,79,127,3,30,28,28,25,-1,26005,24,0,0,79,-1,255
407,407204,42,0,70,85,2,4,32,28,26,-1,26010,24,0,0,68,-1,255
413,412452,42,0,60,85,2,10,32,28,26,-1,26016,24,0,0,60,-1,255
418,417804,42,0,52,85,2,15,32,28,26,-1,26021,24,0,0,51,-1,255
423,423156,42,0,44,85,2,20,32,28,26,-1,26027,24,0,0,44,-1,255
428,428516,42,0,36,85,2,25,32,28,26,-1,26032,24,0,0,36,-1,255
